FEN,Bewertung
8/8/8/1K6/8/2k3r1/8/3R4 w - - 34 66,0
8/8/8/1K6/8/2k3r1/8/2R5 b - - 35 66,0
8/8/8/1K6/8/6r1/3k4/2R5 w - - 36 67,0
8/8/8/1K6/8/6r1/3k4/R7 b - - 37 67,0
8/8/8/1K6/8/2r5/3k4/R7 w - - 38 68,0
8/8/8/8/1K6/2r5/3k4/R7 b - - 39 68,18
8/2r5/8/8/1K6/8/3k4/R7 w - - 40 69,-16
8/2r5/8/8/8/1K6/3k4/R7 b - - 41 69,11
8/8/2r5/8/8/1K6/3k4/R7 w - - 42 70,0
8/8/2r5/8/1K6/8/3k4/R7 b - - 43 70,0
8/8/8/8/1K6/2r5/3k4/R7 w - - 44 71,0
8/8/8/8/1K6/2r5/R2k4/8 b - - 45 71,0
8/8/8/8/1K6/2rk4/R7/8 w - - 46 72,0
8/8/8/8/1K6/R1rk4/8/8 b - - 47 72,0
8/8/8/8/1K6/r2k4/8/8 w - - 0 73,0
8/8/8/8/8/K2k4/8/8 b - - 0 73,0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-13
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,18
rnbqkbnr/ppp1pppp/8/3p4/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,-5
rnbqkb1r/ppp1pppp/5n2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 1 3,2
rnbqkb1r/ppp1pppp/5n2/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,1
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R w KQkq - 0 4,2
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,2
rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,30
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 5,-28
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 6,16
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/4PN2/PP2BPPP/RNBQK2R b KQkq - 1 6,-15
rnbqkb1r/pp3ppp/5n2/3p4/3p4/4PN2/PP2BPPP/RNBQK2R w KQkq - 0 7,13
rnbqkb1r/pp3ppp/5n2/3p4/3N4/4P3/PP2BPPP/RNBQK2R b KQkq - 0 7,-13
rnbqk2r/pp3ppp/3b1n2/3p4/3N4/4P3/PP2BPPP/RNBQK2R w KQkq - 1 8,14
rnbqk2r/pp3ppp/3b1n2/3p4/3N4/2N1P3/PP2BPPP/R1BQK2R b KQkq - 2 8,5
r1bqk2r/pp3ppp/2nb1n2/3p4/3N4/2N1P3/PP2BPPP/R1BQK2R w KQkq - 3 9,-8
r1bqk2r/pp3ppp/2nb1n2/1N1p4/3N4/4P3/PP2BPPP/R1BQK2R b KQkq - 4 9,16
r1bqk2r/pp3ppp/2n2n2/1N1pb3/3N4/4P3/PP2BPPP/R1BQK2R w KQkq - 5 10,19
r1bqk2r/pp3ppp/2n2n2/1N1pb3/8/4PN2/PP2BPPP/R1BQK2R b KQkq - 6 10,-2
rbbqk2r/pp3ppp/2n2n2/1N1p4/8/4PN2/PP2BPPP/R1BQK2R w KQkq - 7 11,-7
rbbqk2r/pp3ppp/2n2n2/1N1p4/8/1P2PN2/P3BPPP/R1BQK2R b KQkq - 0 11,3
rbbqk2r/1p3ppp/p1n2n2/1N1p4/8/1P2PN2/P3BPPP/R1BQK2R w KQkq - 0 12,-1
rbbqk2r/1p3ppp/p1n2n2/3p4/8/1PN1PN2/P3BPPP/R1BQK2R b KQkq - 1 12,31
rbbq1rk1/1p3ppp/p1n2n2/3p4/8/1PN1PN2/P3BPPP/R1BQK2R w KQ - 2 13,-39
rbbq1rk1/1p3ppp/p1n2n2/3p4/8/1PN1PN2/PB2BPPP/R2QK2R b KQ - 3 13,39
rbb2rk1/1p3ppp/p1nq1n2/3p4/8/1PN1PN2/PB2BPPP/R2QK2R w KQ - 4 14,-37
rbb2rk1/1p3ppp/p1nq1n2/3p4/8/1PN1PN2/PBQ1BPPP/R3K2R b KQ - 5 14,54
rb3rk1/1p3ppp/p1nq1n2/3p4/6b1/1PN1PN2/PBQ1BPPP/R3K2R w KQ - 6 15,-36
rb3rk1/1p3ppp/p1nq1n2/3p4/6b1/PPN1PN2/1BQ1BPPP/R3K2R b KQ - 0 15,58
rb3rk1/1p3ppp/p1n1qn2/3p4/6b1/PPN1PN2/1BQ1BPPP/R3K2R w KQ - 1 16,-26
rb3rk1/1p3ppp/p1n1qn2/3p4/6b1/PPN1PN2/1BQ1BPPP/3RK2R b K - 2 16,34
rb3rk1/1p3ppp/p1n1qn2/3p1b2/8/PPN1PN2/1BQ1BPPP/3RK2R w K - 3 17,0
rb3rk1/1p3ppp/p1n1qn2/3p1b2/8/PPN1PN2/1B2BPPP/2QRK2R b K - 4 17,37
r4rk1/1pb2ppp/p1n1qn2/3p1b2/8/PPN1PN2/1B2BPPP/2QRK2R w K - 5 18,-9
r4rk1/1pb2ppp/p1n1qn2/3p1b2/8/PPN1PN2/1B2BPPP/2QR1RK1 b - - 6 18,9
r2r2k1/1pb2ppp/p1n1qn2/3p1b2/8/PPN1PN2/1B2BPPP/2QR1RK1 w - - 7 19,0
r2r2k1/1pb2ppp/p1n1qn2/3p1b2/1P6/P1N1PN2/1B2BPPP/2QR1RK1 b - - 0 19,7
r2r2k1/1pb2ppp/p1n1q3/3p1b2/1P2n3/P1N1PN2/1B2BPPP/2QR1RK1 w - - 1 20,15
r2r2k1/1pb2ppp/p1n1q3/3p1b2/1P2n2N/P1N1P3/1B2BPPP/2QR1RK1 b - - 2 20,-16
r2r2k1/1pb2ppp/p1n1q3/3p4/1P2n1bN/P1N1P3/1B2BPPP/2QR1RK1 w - - 3 21,25
r2r2k1/1pb2ppp/p1n1q3/3p4/1P2n1BN/P1N1P3/1B3PPP/2QR1RK1 b - - 0 21,-17
r2r2k1/1pb2ppp/p1n5/3p4/1P2n1qN/P1N1P3/1B3PPP/2QR1RK1 w - - 0 22,4
r2r2k1/1pb2ppp/p1n5/3p4/1P2n1q1/P1N1PN2/1B3PPP/2QR1RK1 b - - 1 22,1
r2r2k1/1pb2ppp/p1n1q3/3p4/1P2n3/P1N1PN2/1B3PPP/2QR1RK1 w - - 2 23,30
r2r2k1/1pb2ppp/p1n1q3/3p4/1P2n3/P1N1PN2/1BQ2PPP/3R1RK1 b - - 3 23,-28
2rr2k1/1pb2ppp/p1n1q3/3p4/1P2n3/P1N1PN2/1BQ2PPP/3R1RK1 w - - 4 24,26
2rr2k1/1pb2ppp/p1n1q3/3p4/1P2n3/PQN1PN2/1B3PPP/3R1RK1 b - - 5 24,-32
2rr2k1/1pb2ppp/p1n1q3/3p4/1P6/PQn1PN2/1B3PPP/3R1RK1 w - - 0 25,35
2rr2k1/1pb2ppp/p1n1q3/3p4/1P6/P1Q1PN2/1B3PPP/3R1RK1 b - - 0 25,-33
2rr2k1/1pb3pp/p1n1qp2/3p4/1P6/P1Q1PN2/1B3PPP/3R1RK1 w - - 0 26,37
2rr2k1/1pb3pp/p1n1qp2/3p4/1P6/PQ2PN2/1B3PPP/3R1RK1 b - - 1 26,-33
2rr2k1/1pb3pp/p1n2p2/3p4/1P2q3/PQ2PN2/1B3PPP/3R1RK1 w - - 2 27,35
2rr2k1/1pb3pp/p1n2p2/3p4/1P2q3/PQ2PN2/1B3PPP/2R2RK1 b - - 3 27,-37
2rr2k1/1pb3pp/2n2p2/p2p4/1P2q3/PQ2PN2/1B3PPP/2R2RK1 w - - 0 28,27
2rr2k1/1pb3pp/2n2p2/p2p4/1P2q3/PQB1PN2/5PPP/2R2RK1 b - - 1 28,-25
2rr2k1/1pb3pp/2n2p2/3p4/1p2q3/PQB1PN2/5PPP/2R2RK1 w - - 0 29,25
2rr2k1/1pb3pp/2n2p2/3p4/1P2q3/1QB1PN2/5PPP/2R2RK1 b - - 0 29,-12
2rr2k1/1p4pp/2nb1p2/3p4/1P2q3/1QB1PN2/5PPP/2R2RK1 w - - 1 30,13
2rr2k1/1p4pp/2nb1p2/1P1p4/4q3/1QB1PN2/5PPP/2R2RK1 b - - 0 30,5
2rr2k1/1p2n1pp/3b1p2/1P1p4/4q3/1QB1PN2/5PPP/2R2RK1 w - - 1 31,-4
2rr2k1/1p2n1pp/3b1p2/1P1p4/3Bq3/1Q2PN2/5PPP/2R2RK1 b - - 2 31,5
2rr2k1/1p4pp/3b1p2/1P1p1n2/3Bq3/1Q2PN2/5PPP/2R2RK1 w - - 3 32,-1
2Rr2k1/1p4pp/3b1p2/1P1p1n2/3Bq3/1Q2PN2/5PPP/5RK1 b - - 0 32,13
2r3k1/1p4pp/3b1p2/1P1p1n2/3Bq3/1Q2PN2/5PPP/5RK1 w - - 0 33,-17
2r3k1/1p4pp/3b1p2/1P1p1n2/3Bq3/1Q2PN2/5PPP/3R2K1 b - - 1 33,17
2r2bk1/1p4pp/5p2/1P1p1n2/3Bq3/1Q2PN2/5PPP/3R2K1 w - - 2 34,0
2r2bk1/1p4pp/5p2/1P1p1n2/3Bq3/1Q2PN1P/5PP1/3R2K1 b - - 0 34,-2
2r2bk1/1p4pp/3n1p2/1P1p4/3Bq3/1Q2PN1P/5PP1/3R2K1 w - - 1 35,1
2r2bk1/1p4pp/3n1p2/1P1p4/3Bq3/1Q2P2P/3N1PP1/3R2K1 b - - 2 35,-2
2r2bk1/1p4pp/3n1p2/1P1p1q2/3B4/1Q2P2P/3N1PP1/3R2K1 w - - 3 36,0
2r2bk1/1p4pp/3n1p2/1P1p1q2/3B4/1Q2P2P/5PP1/1N1R2K1 b - - 4 36,-15
5bk1/1p4pp/3n1p2/1P1p1q2/2rB4/1Q2P2P/5PP1/1N1R2K1 w - - 5 37,16
5bk1/1p4pp/3n1p2/1P1p1q2/2rB4/1QN1P2P/5PP1/3R2K1 b - - 6 37,-13
5bk1/1p4pp/5p2/1P1p1q2/2rBn3/1QN1P2P/5PP1/3R2K1 w - - 7 38,16
5bk1/1p4pp/5p2/1P1p1q2/2rBN3/1Q2P2P/5PP1/3R2K1 b - - 0 38,-8
5bk1/1p4pp/5p2/1P1p4/2rBq3/1Q2P2P/5PP1/3R2K1 w - - 0 39,14
5bk1/1p4pp/5p2/1P1p4/2rBq3/1Q2P2P/5PP1/R5K1 b - - 1 39,-9
5bk1/1p4pp/5p2/1P1p4/1r1Bq3/1Q2P2P/5PP1/R5K1 w - - 2 40,16
5bk1/1p4pp/5p2/1P1p4/1r1Bq3/4P2P/5PP1/R2Q2K1 b - - 3 40,-9
5bk1/1p4pp/5p2/1r1p4/3Bq3/4P2P/5PP1/R2Q2K1 w - - 0 41,22
5bk1/1p4pp/5p2/1r1p4/3Bq3/4P2P/5PPK/R2Q4 b - - 1 41,-24
4qbk1/1p4pp/5p2/1r1p4/3B4/4P2P/5PPK/R2Q4 w - - 2 42,30
4qbk1/1p4pp/5p2/1r1p4/3B2Q1/4P2P/5PPK/R7 b - - 3 42,-11
4qbk1/1p4pp/5p2/3p4/1r1B2Q1/4P2P/5PPK/R7 w - - 4 43,11
4qbk1/1p4pp/5p2/3p1Q2/1r1B4/4P2P/5PPK/R7 b - - 5 43,-7
5bk1/1p4pp/2q2p2/3p1Q2/1r1B4/4P2P/5PPK/R7 w - - 6 44,16
5bk1/1p4pp/2q2p2/3p1Q2/1r1B2P1/4P2P/5P1K/R7 b - - 0 44,-23
5bk1/6pp/2q2p2/1p1p1Q2/1r1B2P1/4P2P/5P1K/R7 w - - 0 45,9
5bk1/6pp/2q2p2/1p1p1QP1/1r1B4/4P2P/5P1K/R7 b - - 0 45,-1
5bk1/7p/2q2pp1/1p1p1QP1/1r1B4/4P2P/5P1K/R7 w - - 0 46,26
5bk1/7p/2q2Qp1/1p1p2P1/1r1B4/4P2P/5P1K/R7 b - - 0 46,-42
5bk1/7p/5qp1/1p1p2P1/1r1B4/4P2P/5P1K/R7 w - - 0 47,30
5bk1/7p/5Bp1/1p1p2P1/1r6/4P2P/5P1K/R7 b - - 0 47,-17
6k1/7p/5Bp1/1pbp2P1/1r6/4P2P/5P1K/R7 w - - 1 48,61
6k1/7p/5Bp1/1pbp2P1/1r6/4P2P/5P1K/3R4 b - - 2 48,-62
6k1/7p/3b1Bp1/1p1p2P1/1r6/4P2P/5P1K/3R4 w - - 3 49,105
6k1/7p/3b1Bp1/1p1p2P1/1r6/4P2P/5PK1/3R4 b - - 4 49,-79
8/5k1p/3b1Bp1/1p1p2P1/1r6/4P2P/5PK1/3R4 w - - 5 50,109
8/5k1p/3b1Bp1/1p1R2P1/1r6/4P2P/5PK1/8 b - - 0 50,-80
8/7p/3bkBp1/1p1R2P1/1r6/4P2P/5PK1/8 w - - 1 51,86
8/7p/3bkBp1/1p4P1/1r6/4P2P/5PK1/3R4 b - - 2 51,-94
8/7p/3bkBp1/1p4P1/r7/4P2P/5PK1/3R4 w - - 3 52,139
8/7p/3bkBp1/1p4P1/r4P2/4P2P/6K1/3R4 b - - 0 52,-146
8/7p/3bkBp1/6P1/rp3P2/4P2P/6K1/3R4 w - - 0 53,153
8/7p/3bkBp1/6P1/rp3P2/4PK1P/8/3R4 b - - 1 53,-157
8/7p/4kBp1/2b3P1/rp3P2/4PK1P/8/3R4 w - - 2 54,154
3R4/7p/4kBp1/2b3P1/rp3P2/4PK1P/8/8 b - - 3 54,-73
3R4/7p/4kBp1/2b3P1/1p3P2/r3PK1P/8/8 w - - 4 55,72
3R4/7p/4k1p1/2b3P1/1p1B1P2/r3PK1P/8/8 b - - 5 55,-73
3R4/7p/4k1p1/6P1/1p1b1P2/r3PK1P/8/8 w - - 0 56,66
8/7p/4k1p1/6P1/1p1R1P2/r3PK1P/8/8 b - - 0 56,-52
8/7p/4k1p1/6P1/1p1R1P2/1r2PK1P/8/8 w - - 1 57,65
8/7p/4k1p1/6P1/1p1RKP2/1r2P2P/8/8 b - - 2 57,-81
8/7p/4k1p1/6P1/1p1RKP2/4P2P/8/1r6 w - - 3 58,75
8/7p/4k1p1/3R2P1/1p2KP2/4P2P/8/1r6 b - - 4 58,-72
8/7p/4k1p1/3R2P1/4KP2/1p2P2P/8/1r6 w - - 0 59,68
8/7p/4k1p1/4R1P1/4KP2/1p2P2P/8/1r6 b - - 1 59,-61
8/7p/3k2p1/4R1P1/4KP2/1p2P2P/8/1r6 w - - 2 60,58
8/7p/3k2p1/4R1P1/5P2/1p1KP2P/8/1r6 b - - 3 60,-35
8/7p/3k2p1/4R1P1/5P2/1p1KP2P/8/2r5 w - - 4 61,92
8/7p/3k2p1/1R4P1/5P2/1p1KP2P/8/2r5 b - - 5 61,-61
8/7p/3k2p1/1R4P1/5P2/1p1KP2P/8/1r6 w - - 6 62,60
8/7p/3k2p1/1R4P1/5P2/1pK1P2P/8/1r6 b - - 7 62,-64
8/7p/3k2p1/1R4P1/5P2/1pK1P2P/8/2r5 w - - 8 63,197
8/7p/3k2p1/1R4P1/5P2/1p2P2P/1K6/2r5 b - - 9 63,-30
8/7p/3k2p1/1R4P1/5P2/1p2P2P/1K6/7r w - - 10 64,22
8/7p/3k2p1/1R4P1/5P1P/1p2P3/1K6/7r b - - 0 64,-25
8/7p/3k2p1/1R4P1/5P1r/1p2P3/1K6/8 w - - 0 65,24
8/7p/3k2p1/1R4P1/5P1r/1pK1P3/8/8 b - - 1 65,-13
8/8/3k2pp/1R4P1/5P1r/1pK1P3/8/8 w - - 0 66,6
8/8/3k2pP/1R6/5P1r/1pK1P3/8/8 b - - 0 66,-11
8/8/3k2pr/1R6/5P2/1pK1P3/8/8 w - - 0 67,17
8/8/3k2pr/8/5P2/1RK1P3/8/8 b - - 0 67,-18
8/8/4k1pr/8/5P2/1RK1P3/8/8 w - - 1 68,24
8/8/1R2k1pr/8/5P2/2K1P3/8/8 b - - 2 68,-27
8/8/1R4pr/5k2/5P2/2K1P3/8/8 w - - 3 69,30
8/8/1R4pr/5k2/5P2/3KP3/8/8 b - - 4 69,-33
8/8/1R4p1/5k1r/5P2/3KP3/8/8 w - - 5 70,495
8/8/R5p1/5k1r/5P2/3KP3/8/8 b - - 6 70,-32
8/8/R5p1/5k2/5P1r/3KP3/8/8 w - - 7 71,35
8/8/6p1/R4k2/5P1r/3KP3/8/8 b - - 8 71,-36
8/8/5kp1/R7/5P1r/3KP3/8/8 w - - 9 72,37
8/8/5kp1/R7/3K1P1r/4P3/8/8 b - - 10 72,-38
8/5k2/6p1/R7/3K1P1r/4P3/8/8 w - - 11 73,40
8/5k2/6p1/R7/4KP1r/4P3/8/8 b - - 12 73,-40
8/5k2/6p1/R7/4KP2/4P2r/8/8 w - - 13 74,36
8/5k2/6p1/R7/5P2/3KP2r/8/8 b - - 14 74,-32
8/8/5kp1/R7/5P2/3KP2r/8/8 w - - 15 75,35
8/8/R4kp1/8/5P2/3KP2r/8/8 b - - 16 75,-29
8/6k1/R5p1/8/5P2/3KP2r/8/8 w - - 17 76,36
8/6k1/R5p1/8/5P2/4P2r/4K3/8 b - - 18 76,-37
8/6k1/R5p1/8/5P2/4P3/4K2r/8 w - - 19 77,32
8/6k1/R5p1/8/5P2/4PK2/7r/8 b - - 20 77,-32
8/6k1/R5p1/8/5P2/4PK1r/8/8 w - - 21 78,28
8/6k1/R5p1/8/5P2/4P2r/5K2/8 b - - 22 78,-25
8/5k2/R5p1/8/5P2/4P2r/5K2/8 w - - 23 79,26
8/5k2/R5p1/8/5P2/4P2r/4K3/8 b - - 24 79,-22
8/5k2/R5p1/7r/5P2/4P3/4K3/8 w - - 25 80,21
8/5k2/R5p1/7r/5P2/4PK2/8/8 b - - 26 80,-25
8/5k2/R5p1/8/5P2/4PK1r/8/8 w - - 27 81,25
8/5k2/R5p1/8/5P2/4P2r/5K2/8 b - - 28 81,-21
8/6k1/R5p1/8/5P2/4P2r/5K2/8 w - - 29 82,21
8/6k1/6p1/8/5P2/R3P2r/5K2/8 b - - 30 82,-22
8/8/5kp1/8/5P2/R3P2r/5K2/8 w - - 31 83,31
8/8/5kp1/8/5P2/R3P2r/6K1/8 b - - 32 83,-25
8/8/5kp1/7r/5P2/R3P3/6K1/8 w - - 33 84,26
8/8/5kp1/7r/4PP2/R7/6K1/8 b - - 0 84,-20
8/8/5k2/6pr/4PP2/R7/6K1/8 w - - 0 85,170
8/8/R4k2/6pr/4PP2/8/6K1/8 b - - 1 85,-280
8/4k3/R7/6pr/4PP2/8/6K1/8 w - - 2 86,320
8/4k3/R7/5Ppr/4P3/8/6K1/8 b - - 0 86,-360
8/4k3/R7/5Pp1/4P2r/8/6K1/8 w - - 1 87,374
8/4k3/R7/5Pp1/4P2r/5K2/8/8 b - - 2 87,-375
8/4k3/R7/5Pp1/4P3/5K1r/8/8 w - - 3 88,375
8/4k3/R7/5Pp1/4P3/7r/5K2/8 b - - 4 88,-391
8/4k3/R7/5P2/4P1p1/7r/5K2/8 w - - 0 89,396
8/4k3/6R1/5P2/4P1p1/7r/5K2/8 b - - 1 89,-399
8/4k3/6R1/5P2/4P1p1/5r2/5K2/8 w - - 2 90,411
8/4k3/6R1/5P2/4P1p1/5r2/6K1/8 b - - 3 90,-404
8/4k3/6R1/5P2/4Prp1/8/6K1/8 w - - 4 91,452
8/4k3/4R3/5P2/4Prp1/8/6K1/8 b - - 5 91,-456
8/5k2/4R3/5P2/4Prp1/8/6K1/8 w - - 6 92,478
8/5k2/4R3/5P2/4Prp1/6K1/8/8 b - - 7 92,-475
8/5k2/4R3/5P2/4P1p1/6K1/8/5r2 w - - 8 93,476
8/5k2/4R3/5P2/4P1K1/8/8/5r2 b - - 0 93,-481
8/5k2/4R3/5P2/4P1K1/8/8/6r1 w - - 1 94,507
8/5k2/4R3/5P2/4PK2/8/8/6r1 b - - 2 94,-522
8/5k2/4R3/5P2/4PK2/8/8/1r6 w - - 3 95,531
8/5k2/R7/5P2/4PK2/8/8/1r6 b - - 4 95,-495
8/5k2/R7/5P2/1r2PK2/8/8/8 w - - 5 96,509
8/5k2/R4P2/8/1r2PK2/8/8/8 b - - 0 96,-500
8/5k2/R4P2/8/4PK2/8/8/1r6 w - - 1 97,547
8/5k2/R4P2/5K2/4P3/8/8/1r6 b - - 2 97,-536
8/5k2/R4P2/5K2/4P3/8/8/5r2 w - - 3 98,538
8/5k2/R4P2/4K3/4P3/8/8/5r2 b - - 4 98,-548
8/8/R4Pk1/4K3/4P3/8/8/5r2 w - - 5 99,574
R7/8/5Pk1/4K3/4P3/8/8/5r2 b - - 6 99,-651
R7/8/5Pk1/4K3/4P3/8/8/2r5 w - - 7 100,651
6R1/8/5Pk1/4K3/4P3/8/8/2r5 b - - 8 100,-601
6R1/5k2/5P2/4K3/4P3/8/8/2r5 w - - 9 101,648
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-26
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,36
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,-30
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,36
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-35
rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,32
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 3 4,-39
rnbqk2r/ppp1bppp/4pn2/3p2B1/3PP3/2N5/PPP2PPP/R2QKBNR w KQkq - 4 5,54
rnbqk2r/ppp1bppp/4pn2/3p2B1/3PP3/2NB4/PPP2PPP/R2QK1NR b KQkq - 5 5,60
rnbqk2r/ppp1bppp/4pn2/6B1/3Pp3/2NB4/PPP2PPP/R2QK1NR w KQkq - 0 6,-63
rnbqk2r/ppp1bppp/4pn2/6B1/3PN3/3B4/PPP2PPP/R2QK1NR b KQkq - 0 6,56
rnbqk2r/ppp1bppp/4p3/6B1/3Pn3/3B4/PPP2PPP/R2QK1NR w KQkq - 0 7,-61
rnbqk2r/ppp1Bppp/4p3/8/3Pn3/3B4/PPP2PPP/R2QK1NR b KQkq - 0 7,59
rnb1k2r/ppp1qppp/4p3/8/3Pn3/3B4/PPP2PPP/R2QK1NR w KQkq - 0 8,-58
rnb1k2r/ppp1qppp/4p3/8/3PB3/8/PPP2PPP/R2QK1NR b KQkq - 0 8,53
rnb1k2r/ppp1qppp/8/4p3/3PB3/8/PPP2PPP/R2QK1NR w KQkq - 0 9,58
rnb1k2r/ppp1qppp/8/4p3/3PB3/5N2/PPP2PPP/R2QK2R b KQkq - 1 9,-38
rn2k2r/ppp1qppp/4b3/4p3/3PB3/5N2/PPP2PPP/R2QK2R w KQkq - 2 10,172
rn2k2r/ppp1qppp/4b3/4p3/3PB3/5N2/PPP2PPP/R2Q1RK1 b kq - 3 10,-157
r3k2r/pppnqppp/4b3/4p3/3PB3/5N2/PPP2PPP/R2Q1RK1 w kq - 4 11,169
r3k2r/pBpnqppp/4b3/4p3/3P4/5N2/PPP2PPP/R2Q1RK1 b kq - 0 11,-147
3rk2r/pBpnqppp/4b3/4p3/3P4/5N2/PPP2PPP/R2Q1RK1 w k - 1 12,145
3rk2r/pBpnqppp/4b3/4p3/3P4/5N2/PPP1QPPP/R4RK1 b k - 2 12,-167
3r1rk1/pBpnqppp/4b3/4p3/3P4/5N2/PPP1QPPP/R4RK1 w - - 3 13,167
3r1rk1/p1pnqppp/B3b3/4p3/3P4/5N2/PPP1QPPP/R4RK1 b - - 4 13,-85
3r1rk1/p1pnqppp/B7/4p3/3P2b1/5N2/PPP1QPPP/R4RK1 w - - 5 14,79
3r1rk1/p1pnqppp/B7/4P3/6b1/5N2/PPP1QPPP/R4RK1 b - - 0 14,-68
3r1rk1/p1pn1ppp/B3q3/4P3/6b1/5N2/PPP1QPPP/R4RK1 w - - 1 15,76
3r1rk1/p1pn1ppp/B3q3/4P3/6b1/5N2/PPP1QPPP/4RRK1 b - - 2 15,-10
3r1rk1/p1pn1ppp/B3q3/4P3/8/5b2/PPP1QPPP/4RRK1 w - - 0 16,11
3r1rk1/p1pn1ppp/B3q3/4P3/8/5P2/PPP1QP1P/4RRK1 b - - 0 16,-9
3r1rk1/p1p2ppp/B3q3/4n3/8/5P2/PPP1QP1P/4RRK1 w - - 0 17,6
3r1rk1/p1p2ppp/4q3/1B2n3/8/5P2/PPP1QP1P/4RRK1 b - - 1 17,96
5rk1/p1p2ppp/4q3/1B1rn3/8/5P2/PPP1QP1P/4RRK1 w - - 2 18,-109
5rk1/p1p2ppp/4q3/3rn3/8/3B1P2/PPP1QP1P/4RRK1 b - - 3 18,215
5rk1/p1p2ppp/8/3rn3/8/3B1P1q/PPP1QP1P/4RRK1 w - - 4 19,-198
5rk1/p1p2ppp/8/3rn3/4B3/5P1q/PPP1QP1P/4RRK1 b - - 5 19,233
5rk1/p1p2ppp/6n1/3r4/4B3/5P1q/PPP1QP1P/4RRK1 w - - 6 20,-190
5rk1/p1p2ppp/6n1/3r4/4BP2/7q/PPP1QP1P/4RRK1 b - - 0 20,175
5rk1/p1p2ppp/6n1/7r/4BP2/7q/PPP1QP1P/4RRK1 w - - 1 21,-176
5rk1/p1p2ppp/6n1/7r/4BP2/5P1q/PPP1Q2P/4RRK1 b - - 0 21,183
5rk1/p1p2ppp/8/7r/4Bn2/5P1q/PPP1Q2P/4RRK1 w - - 0 22,-179
5rk1/p1p2ppp/8/7r/4Bn2/5P1q/PPPQ3P/4RRK1 b - - 1 22,172
5rk1/p1p2ppp/8/7r/4Bn1q/5P2/PPPQ3P/4RRK1 w - - 2 23,-176
5rk1/p1p2ppp/8/7r/4Bn1q/5P2/PPPQ3P/4RR1K b - - 3 23,168
3r2k1/p1p2ppp/8/7r/4Bn1q/5P2/PPPQ3P/4RR1K w - - 4 24,-178
3r2k1/p1p2ppp/8/7r/5n1q/3B1P2/PPPQ3P/4RR1K b - - 5 24,183
3r2k1/p1p2ppp/5q2/7r/5n2/3B1P2/PPPQ3P/4RR1K w - - 6 25,-168
3r2k1/p1p2ppp/5q2/7r/4Rn2/3B1P2/PPPQ3P/5R1K b - - 7 25,177
3r2k1/p1p2ppp/5q2/7r/4R3/3n1P2/PPPQ3P/5R1K w - - 0 26,-178
3r2k1/p1p2ppp/5q2/7r/4R3/3P1P2/PP1Q3P/5R1K b - - 0 26,174
3r2k1/p1p2p1p/5qp1/7r/4R3/3P1P2/PP1Q3P/5R1K w - - 0 27,-169
3r2k1/p1p2p1p/5qp1/7r/4R3/3P1P2/PP2Q2P/5R1K b - - 1 27,181
3r2k1/p1p2p1p/q5p1/7r/4R3/3P1P2/PP2Q2P/5R1K w - - 2 28,-153
3r2k1/p1p2p1p/q5p1/7r/4R3/3P1P2/PP2Q2P/4R2K b - - 3 28,168
3r2k1/p1p2p1p/6p1/7r/4R3/3P1P2/qP2Q2P/4R2K w - - 0 29,-203
3r2k1/p1p2p1p/6p1/7r/4R3/3P1P2/qPQ4P/4R2K b - - 1 29,211
3r2k1/p1p2p1p/6p1/q6r/4R3/3P1P2/1PQ4P/4R2K w - - 2 30,-240
3r2k1/p1p2p1p/6p1/q6r/4R3/1P1P1P2/2Q4P/4R2K b - - 0 30,239
