FEN,Bewertung
3R3k/8/2p3P1/1p4K1/pP6/7r/8/8 b - - 8 82,0
3R4/6k1/2p3P1/1p4K1/pP6/7r/8/8 w - - 9 83,0
8/3R2k1/2p3P1/1p4K1/pP6/7r/8/8 b - - 10 83,0
7k/3R4/2p3P1/1p4K1/pP6/7r/8/8 w - - 11 84,0
3R3k/8/2p3P1/1p4K1/pP6/7r/8/8 b - - 12 84,0
3R4/6k1/2p3P1/1p4K1/pP6/7r/8/8 w - - 13 85,0
8/3R2k1/2p3P1/1p4K1/pP6/7r/8/8 b - - 14 85,0
5k2/3R4/2p3P1/1p4K1/pP6/7r/8/8 w - - 15 86,0
5k2/3R2P1/2p5/1p4K1/pP6/7r/8/8 b - - 0 86,0
6k1/3R2P1/2p5/1p4K1/pP6/7r/8/8 w - - 1 87,0
6k1/3R2P1/2p3K1/1p6/pP6/7r/8/8 b - - 2 87,0
6k1/3R2P1/2p3K1/1p6/pP6/6r1/8/8 w - - 3 88,0
6k1/3R2P1/2p4K/1p6/pP6/6r1/8/8 b - - 4 88,0
6k1/3R2P1/2p4K/1p6/pP6/7r/8/8 w - - 5 89,0
6k1/3R2P1/2p3K1/1p6/pP6/7r/8/8 b - - 6 89,0
6k1/3R2P1/2p3K1/1p6/pP6/6r1/8/8 w - - 7 90,0
6k1/3R2P1/2p4K/1p6/pP6/6r1/8/8 b - - 8 90,0
6k1/3R2P1/2p4K/1p6/1P6/p5r1/8/8 w - - 0 91,0
6k1/R5P1/2p4K/1p6/1P6/p5r1/8/8 b - - 1 91,0
6k1/R5P1/2p4K/1p6/1P6/6r1/p7/8 w - - 0 92,0
6k1/6P1/2p4K/1p6/1P6/6r1/R7/8 b - - 0 92,0
6k1/6P1/2p4K/1p6/1P6/7r/R7/8 w - - 1 93,0
6k1/6P1/2p3K1/1p6/1P6/7r/R7/8 b - - 2 93,0
6k1/6P1/2p3K1/1p6/1P6/6r1/R7/8 w - - 3 94,0
6k1/6P1/2p4K/1p6/1P6/6r1/R7/8 b - - 4 94,0
6k1/6P1/2p4K/1p6/1P6/7r/R7/8 w - - 5 95,0
6k1/6P1/2p3K1/1p6/1P6/7r/R7/8 b - - 6 95,0
6k1/6P1/2p3K1/1p6/1P6/6r1/R7/8 w - - 7 96,0
6k1/6P1/2p4K/1p6/1P6/6r1/R7/8 b - - 8 96,0
6k1/6P1/2p4K/1p6/1P6/7r/R7/8 w - - 9 97,0
6k1/6P1/2p3K1/1p6/1P6/7r/R7/8 b - - 10 97,0
6k1/6P1/2p3K1/1p6/1P6/6r1/R7/8 w - - 11 98,0
6k1/6P1/2p4K/1p6/1P6/6r1/R7/8 b - - 12 98,0
6k1/6P1/2p4K/1p6/1P6/7r/R7/8 w - - 13 99,0
6k1/6P1/2p3K1/1p6/1P6/7r/R7/8 b - - 14 99,0
6k1/6P1/2p3K1/1p6/1P6/6r1/R7/8 w - - 15 100,0
6k1/6P1/2p4K/1p6/1P6/6r1/R7/8 b - - 16 100,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-31
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,26
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-31
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,34
r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-25
r1bqkbnr/pp1p1ppp/2n1p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,26
r1bqkbnr/pp1p1ppp/2n1p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 4,-21
r1bqkb1r/pp1pnppp/2n1p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 5,26
r1bqkb1r/pp1pnppp/2n1p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 3 5,-25
r1bqkb1r/pp1pnppp/4p3/1Bp5/3nP3/5N2/PPPP1PPP/RNBQR1K1 w kq - 4 6,37
r1bqkb1r/pp1pnppp/4p3/1Bp5/3NP3/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,-38
r1bqkb1r/pp1pnppp/4p3/1B6/3pP3/8/PPPP1PPP/RNBQR1K1 w kq - 0 7,41
r1bqkb1r/pp1pnppp/4p3/1B6/3pP3/2P5/PP1P1PPP/RNBQR1K1 b kq - 0 7,-38
r1bqkb1r/1p1pnppp/p3p3/1B6/3pP3/2P5/PP1P1PPP/RNBQR1K1 w kq - 0 8,40
r1bqkb1r/1p1pnppp/p3p3/8/3pP3/2P5/PP1P1PPP/RNBQRBK1 b kq - 1 8,-33
r1bqkb1r/1p1p1ppp/p1n1p3/8/3pP3/2P5/PP1P1PPP/RNBQRBK1 w kq - 2 9,36
r1bqkb1r/1p1p1ppp/p1n1p3/8/1P1pP3/2P5/P2P1PPP/RNBQRBK1 b kq - 0 9,-42
r1bqk2r/1p1pbppp/p1n1p3/8/1P1pP3/2P5/P2P1PPP/RNBQRBK1 w kq - 1 10,44
r1bqk2r/1p1pbppp/p1n1p3/8/PP1pP3/2P5/3P1PPP/RNBQRBK1 b kq - 0 10,-38
r1bq1rk1/1p1pbppp/p1n1p3/8/PP1pP3/2P5/3P1PPP/RNBQRBK1 w - - 1 11,49
r1bq1rk1/1p1pbppp/p1n1p3/8/PP1pP3/N1P5/3P1PPP/R1BQRBK1 b - - 2 11,-40
r1bq1rk1/1p1pbppp/p1n1p3/8/PP2P3/N1p5/3P1PPP/R1BQRBK1 w - - 0 12,49
r1bq1rk1/1p1pbppp/p1n1p3/8/PP2P3/N1P5/5PPP/R1BQRBK1 b - - 0 12,-66
r1bq1rk1/1p2bppp/p1n1p3/3p4/PP2P3/N1P5/5PPP/R1BQRBK1 w - - 0 13,71
r1bq1rk1/1p2bppp/p1n1p3/3p4/PP2P3/N1P1B3/5PPP/R2QRBK1 b - - 1 13,-71
r1bq1rk1/1p2bppp/p1n1p3/8/PP1pP3/N1P1B3/5PPP/R2QRBK1 w - - 0 14,74
r1bq1rk1/1p2bppp/p1n1p3/8/PP1PP3/N3B3/5PPP/R2QRBK1 b - - 0 14,-58
r1bq1rk1/1p3ppp/p1n1p3/8/Pb1PP3/N3B3/5PPP/R2QRBK1 w - - 0 15,65
r1bq1rk1/1p3ppp/p1n1p3/8/Pb1PP3/N3B3/4RPPP/R2Q1BK1 b - - 1 15,-79
r1bq1rk1/1p3ppp/p3p3/n7/Pb1PP3/N3B3/4RPPP/R2Q1BK1 w - - 2 16,62
r1bq1rk1/1p3ppp/p3p3/n7/Pb1PP3/4B3/2N1RPPP/R2Q1BK1 b - - 3 16,-85
r1bq1rk1/1p3ppp/p2bp3/n7/P2PP3/4B3/2N1RPPP/R2Q1BK1 w - - 4 17,74
r1bq1rk1/1p3ppp/p2bp3/n3P3/P2P4/4B3/2N1RPPP/R2Q1BK1 b - - 0 17,-64
r1bq1rk1/1pb2ppp/p3p3/n3P3/P2P4/4B3/2N1RPPP/R2Q1BK1 w - - 1 18,72
r1bq1rk1/1pb2ppp/p3p3/n3P3/P2P4/4B3/2N2PPP/R2QRBK1 b - - 2 18,-71
r1bq1rk1/1pb3pp/p3pp2/n3P3/P2P4/4B3/2N2PPP/R2QRBK1 w - - 0 19,79
r1bq1rk1/1pb3pp/p3pp2/n3P3/P2P4/4B3/2N2PPP/1R1QRBK1 b - - 1 19,-43
r1bq1rk1/1pb3pp/p3p3/n3p3/P2P4/4B3/2N2PPP/1R1QRBK1 w - - 0 20,51
r1bq1rk1/1pb3pp/p3p3/n3P3/P7/4B3/2N2PPP/1R1QRBK1 b - - 0 20,-43
r1b2rk1/1pb3pp/p3p3/n3P3/P7/4B3/2N2PPP/1R1qRBK1 w - - 0 21,34
r1b2rk1/1pb3pp/p3p3/n3P3/P7/4B3/2N2PPP/1R1R1BK1 b - - 0 21,-35
r1b3k1/1pb2rpp/p3p3/n3P3/P7/4B3/2N2PPP/1R1R1BK1 w - - 1 22,35
r1b3k1/1pb2rpp/p3p3/n3P3/P4P2/4B3/2N3PP/1R1R1BK1 b - - 0 22,-41
r5k1/1pbb1rpp/p3p3/n3P3/P4P2/4B3/2N3PP/1R1R1BK1 w - - 1 23,40
r5k1/1pbb1rpp/p3p3/n3P3/P2N1P2/4B3/6PP/1R1R1BK1 b - - 2 23,-58
rb4k1/1p1b1rpp/p3p3/n3P3/P2N1P2/4B3/6PP/1R1R1BK1 w - - 3 24,68
rb4k1/1p1b1rpp/p3p3/n3P3/P4P2/1N2B3/6PP/1R1R1BK1 b - - 4 24,-107
rb4k1/1p1b1rpp/p3p3/4P3/P4P2/1n2B3/6PP/1R1R1BK1 w - - 0 25,90
rb4k1/1p1b1rpp/p3p3/4P3/P4P2/1R2B3/6PP/3R1BK1 b - - 0 25,-83
r5k1/bp1b1rpp/p3p3/4P3/P4P2/1R2B3/6PP/3R1BK1 w - - 1 26,95
r5k1/Bp1b1rpp/p3p3/4P3/P4P2/1R6/6PP/3R1BK1 b - - 0 26,-115
r5k1/Bp3rpp/p3p3/4P3/b4P2/1R6/6PP/3R1BK1 w - - 0 27,119
r5k1/Bp3rpp/p3p3/4P3/b1B2P2/1R6/6PP/3R2K1 b - - 1 27,-107
4r1k1/Bp3rpp/p3p3/4P3/b1B2P2/1R6/6PP/3R2K1 w - - 2 28,125
4r1k1/Bp3rpp/p3p3/4P3/b1B2P2/1R6/6PP/R5K1 b - - 3 28,-109
4r1k1/Bp3rpp/p3p3/4P3/2B2P2/1b6/6PP/R5K1 w - - 0 29,131
4r1k1/Bp3rpp/p3p3/4P3/5P2/1B6/6PP/R5K1 b - - 0 29,-122
4r1k1/Bp4pp/p3p3/4P3/5r2/1B6/6PP/R5K1 w - - 0 30,121
4r1k1/1p4pp/p3p3/2B1P3/5r2/1B6/6PP/R5K1 b - - 1 30,-135
4r3/1p3kpp/p3p3/2B1P3/5r2/1B6/6PP/R5K1 w - - 2 31,108
4r3/1p3kpp/p3p3/2B1P3/5r2/1B6/6PP/3R2K1 b - - 3 31,-92
2r5/1p3kpp/p3p3/2B1P3/5r2/1B6/6PP/3R2K1 w - - 4 32,101
2r5/1p3kpp/p3p3/4P3/5r2/1B2B3/6PP/3R2K1 b - - 5 32,-91
2r5/1p3kpp/p3p3/4Pr2/8/1B2B3/6PP/3R2K1 w - - 6 33,87
2r5/1p1R1kpp/p3p3/4Pr2/8/1B2B3/6PP/6K1 b - - 7 33,-87
2r5/1p1R2pp/p3p1k1/4Pr2/8/1B2B3/6PP/6K1 w - - 8 34,81
2r5/1p1R2pp/p3B1k1/4Pr2/8/4B3/6PP/6K1 b - - 0 34,-91
2r5/1p1R2pp/p3B1k1/4r3/8/4B3/6PP/6K1 w - - 0 35,86
2r5/1p1R2pp/p5k1/4r3/6B1/4B3/6PP/6K1 b - - 1 35,-82
8/1p1R2pp/p5k1/4r3/6B1/4B3/2r3PP/6K1 w - - 2 36,70
8/1p1R2pp/p5k1/4r3/6B1/8/2rB2PP/6K1 b - - 3 36,-67
8/1p1R2pp/p5k1/1r6/6B1/8/2rB2PP/6K1 w - - 4 37,71
8/1p1R2pp/p5k1/1r6/8/5B2/2rB2PP/6K1 b - - 5 37,-68
8/1p1R2pp/p5k1/8/8/5B2/2rB2PP/1r4K1 w - - 6 38,58
8/1p1R2pp/p5k1/8/8/5B2/2rB1KPP/1r6 b - - 7 38,-74
8/1p1R2pp/p7/5k2/8/5B2/2rB1KPP/1r6 w - - 8 39,63
8/1p1R2pp/p7/5k2/8/5BK1/2rB2PP/1r6 b - - 9 39,-66
8/1p1R2pp/p7/5k2/8/1r3BK1/2rB2PP/8 w - - 10 40,62
8/1p1R2pp/p7/5k2/7K/1r3B2/2rB2PP/8 b - - 11 40,-67
8/1p1R2pp/p3k3/8/7K/1r3B2/2rB2PP/8 w - - 12 41,91
8/1p1R2pp/p3k3/8/6BK/1r6/2rB2PP/8 b - - 13 41,-85
8/1p1R2pp/p7/4k3/6BK/1r6/2rB2PP/8 w - - 14 42,76
8/1p2R1pp/p7/4k3/6BK/1r6/2rB2PP/8 b - - 15 42,-66
8/1p2R1pp/p7/8/3k2BK/1r6/2rB2PP/8 w - - 16 43,73
8/1p1R2pp/p7/8/3k2BK/1r6/2rB2PP/8 b - - 17 43,-66
8/1p1R2pp/p7/4k3/6BK/1r6/2rB2PP/8 w - - 18 44,73
8/1p1R2pp/p7/4k3/6BK/1r4P1/2rB3P/8 b - - 0 44,-70
8/1p1R2pp/8/p3k3/6BK/1r4P1/2rB3P/8 w - - 0 45,66
8/1p1R2pp/8/p3k3/5BBK/1r4P1/2r4P/8 b - - 1 45,-64
8/1p1R2pp/5k2/p7/5BBK/1r4P1/2r4P/8 w - - 2 46,68
8/1p1R2pp/5k2/p5B1/6BK/1r4P1/2r4P/8 b - - 3 46,-82
8/1p1R2pp/8/p3k1B1/6BK/1r4P1/2r4P/8 w - - 4 47,69
8/1p1R2pp/8/p3k1B1/6BK/1r4PP/2r5/8 b - - 0 47,-77
8/1p1R2pp/2r5/p3k1B1/6BK/1r4PP/8/8 w - - 1 48,78
8/1p2R1pp/2r5/p3k1B1/6BK/1r4PP/8/8 b - - 2 48,-76
8/1p2R1pp/2rk4/p5B1/6BK/1r4PP/8/8 w - - 3 49,78
8/1p4Rp/2rk4/p5B1/6BK/1r4PP/8/8 b - - 0 49,-83
8/1p4Rp/2rk4/6B1/p5BK/1r4PP/8/8 w - - 0 50,63
8/1p4Rp/2rk4/6B1/p6K/1r4PP/8/3B4 b - - 1 50,-89
8/1p4Rp/2rk4/6B1/pr5K/6PP/8/3B4 w - - 2 51,65
8/1p4Rp/2rk4/6B1/pr4PK/7P/8/3B4 b - - 0 51,-67
8/1pr3Rp/3k4/6B1/pr4PK/7P/8/3B4 w - - 1 52,68
6R1/1pr4p/3k4/6B1/pr4PK/7P/8/3B4 b - - 2 52,-69
6R1/2r4p/3k4/1p4B1/pr4PK/7P/8/3B4 w - - 0 53,77
R7/2r4p/3k4/1p4B1/pr4PK/7P/8/3B4 b - - 1 53,-76
R7/2r4p/8/1p2k1B1/pr4PK/7P/8/3B4 w - - 2 54,74
R7/2r4p/8/1p2k1B1/pr4PK/5B1P/8/8 b - - 3 54,-69
R7/2r4p/8/1p2k1B1/p5PK/1r3B1P/8/8 w - - 4 55,66
R7/2r4p/8/1p2k1B1/p5PK/1r5P/8/3B4 b - - 5 55,-66
R7/2r4p/8/1p2k1B1/p5PK/3r3P/8/3B4 w - - 6 56,66
R7/2r4p/8/1p2k1B1/p5PK/3r3P/4B3/8 b - - 7 56,-69
R7/2r4p/8/1p2k1B1/p5PK/1r5P/4B3/8 w - - 8 57,58
5R2/2r4p/8/1p2k1B1/p5PK/1r5P/4B3/8 b - - 9 57,-77
5R2/2r4p/8/1p1k2B1/p5PK/1r5P/4B3/8 w - - 10 58,80
8/2r4p/8/1p1k1RB1/p5PK/1r5P/4B3/8 b - - 11 58,-58
8/2r4p/2k5/1p3RB1/p5PK/1r5P/4B3/8 w - - 12 59,64
8/2r4p/2k5/1p3RB1/p5PK/1r5P/8/3B4 b - - 13 59,-56
8/2r4p/2k5/1p3RB1/p5PK/2r4P/8/3B4 w - - 14 60,67
8/2r4p/2k5/1p3RB1/p5PK/2r2B1P/8/8 b - - 15 60,-76
8/2r4p/2k5/1p3RB1/p5PK/5r1P/8/8 w - - 0 61,61
8/2r4p/2k5/1p4B1/p5PK/5R1P/8/8 b - - 0 61,-79
8/2r4p/2k5/6B1/pp4PK/5R1P/8/8 w - - 0 62,95
5R2/2r4p/2k5/6B1/pp4PK/7P/8/8 b - - 1 62,-114
5R2/2r4p/8/1k4B1/pp4PK/7P/8/8 w - - 2 63,111
R7/2r4p/8/1k4B1/pp4PK/7P/8/8 b - - 3 63,-123
R7/3r3p/8/1k4B1/pp4PK/7P/8/8 w - - 4 64,103
R7/3r3p/5B2/1k6/pp4PK/7P/8/8 b - - 5 64,-106
R7/3r3p/5B2/1k6/1p4PK/p6P/8/8 w - - 0 65,121
R7/3r3p/5B2/1k4P1/1p5K/p6P/8/8 b - - 0 65,-123
R7/1r5p/5B2/1k4P1/1p5K/p6P/8/8 w - - 1 66,145
R7/1r5p/5B2/1k4P1/1p4K1/p6P/8/8 b - - 2 66,-157
R7/1r5p/5B2/6P1/1pk3K1/p6P/8/8 w - - 3 67,152
R7/1r5p/5B2/6P1/1pk3KP/p7/8/8 b - - 0 67,-157
R7/1r5p/5B2/6P1/1p4KP/pk6/8/8 w - - 1 68,143
2R5/1r5p/5B2/6P1/1p4KP/pk6/8/8 b - - 2 68,-146
2R5/1r5p/5B2/6P1/kp4KP/p7/8/8 w - - 3 69,154
R7/1r5p/5B2/6P1/kp4KP/p7/8/8 b - - 4 69,-170
R7/1r5p/5B2/6P1/1p4KP/pk6/8/8 w - - 5 70,165
2R5/1r5p/5B2/6P1/1p4KP/pk6/8/8 b - - 6 70,-169
2R5/1r5p/5B2/6P1/kp4KP/p7/8/8 w - - 7 71,176
2R5/1r5p/8/4B1P1/kp4KP/p7/8/8 b - - 8 71,-178
2R5/4r2p/8/4B1P1/kp4KP/p7/8/8 w - - 9 72,197
2R5/4r2p/8/4B1P1/kp3K1P/p7/8/8 b - - 10 72,-233
2R5/5r1p/8/4B1P1/kp3K1P/p7/8/8 w - - 11 73,257
2R5/5r1p/8/4B1P1/kp2K2P/p7/8/8 b - - 12 73,-259
2R5/7p/8/4B1P1/kp2K2P/p7/8/5r2 w - - 13 74,276
R7/7p/8/4B1P1/kp2K2P/p7/8/5r2 b - - 14 74,-330
R7/7p/8/4B1P1/1p2K2P/pk6/8/5r2 w - - 15 75,334
R7/7p/8/4B1PP/1p2K3/pk6/8/5r2 b - - 0 75,-337
R7/7p/8/4B1PP/1p2K3/pk6/8/4r3 w - - 1 76,353
R7/7p/8/4BKPP/1p6/pk6/8/4r3 b - - 2 76,-367
R7/7p/8/4BKPP/1p6/pk6/8/7r w - - 3 77,374
R7/7p/7P/4BKP1/1p6/pk6/8/7r b - - 0 77,-387
R7/7p/7P/4BKP1/1p6/pk6/8/4r3 w - - 1 78,392
R7/7p/5K1P/4B1P1/1p6/pk6/8/4r3 b - - 2 78,-392
R7/7p/5K1P/4B1P1/1p6/p7/2k5/4r3 w - - 3 79,445
R7/7p/3B1K1P/6P1/1p6/p7/2k5/4r3 b - - 4 79,-452
R7/7p/3B1K1P/6P1/1p6/pk6/8/4r3 w - - 5 80,468
8/R6p/3B1K1P/6P1/1p6/pk6/8/4r3 b - - 6 80,-484
8/R6p/3B1K1P/6P1/1pk5/p7/8/4r3 w - - 7 81,508
8/R5Kp/3B3P/6P1/1pk5/p7/8/4r3 b - - 8 81,-513
8/R5Kp/3B3P/6P1/1pk5/p7/4r3/8 w - - 9 82,512
8/R6K/3B3P/6P1/1pk5/p7/4r3/8 b - - 0 82,-506
8/R6K/3B3P/6P1/1pk5/8/p3r3/8 w - - 0 83,589
8/R6K/3B2PP/8/1pk5/8/p3r3/8 b - - 0 83,-634
8/R6K/3B2PP/8/2k5/1p6/p3r3/8 w - - 0 84,610
8/R5PK/3B3P/8/2k5/1p6/p3r3/8 b - - 0 84,-709
4r3/R5PK/3B3P/8/2k5/1p6/p7/8 w - - 1 85,730
4r3/R5PK/7P/4B3/2k5/1p6/p7/8 b - - 2 85,-794
4r3/R5PK/7P/4B3/8/1p1k4/p7/8 w - - 3 86,819
4r3/R5PK/7P/8/8/1p1k4/p7/B7 b - - 4 86,-844
4r3/R5PK/7P/8/8/1p6/p3k3/B7 w - - 5 87,889
4r3/1R4PK/7P/8/8/1p6/p3k3/B7 b - - 6 87,-935
4r3/1R4PK/7P/8/8/1p6/p7/B3k3 w - - 7 88,995
4r3/6PK/7P/8/8/1R6/p7/B3k3 b - - 0 88,-1109
8/4r1PK/7P/8/8/1R6/p7/B3k3 w - - 1 89,1192
8/4r1PK/7P/8/8/R7/p7/B3k3 b - - 2 89,-1210
8/4r1PK/7P/8/8/R7/p4k2/B7 w - - 3 90,1298
8/4r1PK/7P/8/8/8/R4k2/B7 b - - 0 90,-1287
8/4r1PK/7P/8/8/5k2/R7/B7 w - - 1 91,1487
8/4r1PK/5B1P/8/8/5k2/R7/8 b - - 2 91,-9983
4r3/6PK/5B1P/8/8/5k2/R7/8 w - - 3 92,9989
4r3/6P1/5BKP/8/8/5k2/R7/8 b - - 4 92,-9991
4r3/6P1/5BKP/8/5k2/8/R7/8 w - - 5 93,9991
4r3/6P1/5BKP/R7/5k2/8/8/8 b - - 6 93,-9992
4r3/6P1/5BKP/R7/8/5k2/8/8 w - - 7 94,9992
4r3/6PP/5BK1/R7/8/5k2/8/8 b - - 0 94,-9993
8/6PP/5BK1/R7/8/5k2/8/4r3 w - - 1 95,9994
6Q1/7P/5BK1/R7/8/5k2/8/4r3 b - - 0 95,-9995
6Q1/7P/5BK1/R7/8/5k2/8/6r1 w - - 1 96,9995
6Q1/7P/5B2/R4K2/8/5k2/8/6r1 b - - 2 96,-9996
6Q1/7P/5B2/R4K2/8/5k2/8/r7 w - - 3 97,9996
6Q1/7P/8/R4K2/8/5k2/8/B7 b - - 0 97,-9997
6Q1/7P/8/R4K2/8/8/4k3/B7 w - - 1 98,9997
6Q1/7P/8/5K2/8/8/R3k3/B7 b - - 2 98,-9998
6Q1/7P/8/5K2/8/8/R7/B4k2 w - - 3 99,9998
6QQ/8/8/5K2/8/8/R7/B4k2 b - - 0 99,-9999
6QQ/8/8/5K2/8/8/R7/B3k3 w - - 1 100,9999
7Q/8/8/5K2/8/8/R7/B3k1Q1 b - - 2 100,-10000
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-11
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,12
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-29
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,27
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-27
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,37
r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,-36
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,30
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,-33
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6,25
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 5 6,-40
r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,35
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 1 7,-35
r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w - - 2 8,36
r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b - - 0 8,-33
r1bq1rk1/2ppbppp/p4n2/np2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 1 9,40
r1bq1rk1/2ppbppp/p4n2/np2p3/4P3/2P2N2/PPBP1PPP/RNBQR1K1 b - - 2 9,-26
r1bq1rk1/2p1bppp/p4n2/np1pp3/4P3/2P2N2/PPBP1PPP/RNBQR1K1 w - - 0 10,34
r1bq1rk1/2p1bppp/p4n2/np1pp3/3PP3/2P2N2/PPB2PPP/RNBQR1K1 b - - 0 10,-46
r1bq1rk1/2p1bppp/p4n2/np1p4/3pP3/2P2N2/PPB2PPP/RNBQR1K1 w - - 0 11,39
r1bq1rk1/2p1bppp/p4n2/np1pP3/3p4/2P2N2/PPB2PPP/RNBQR1K1 b - - 0 11,-39
r1bq1rk1/2p1bppp/p7/np1pP3/3pn3/2P2N2/PPB2PPP/RNBQR1K1 w - - 1 12,31
r1bq1rk1/2p1bppp/p7/np1pP3/3Nn3/2P5/PPB2PPP/RNBQR1K1 b - - 0 12,-17
r1bq1rk1/4bppp/p7/npppP3/3Nn3/2P5/PPB2PPP/RNBQR1K1 w - - 0 13,15
r1bq1rk1/4bppp/p7/npppP3/4n3/2P5/PPB1NPPP/RNBQR1K1 b - - 1 13,-12
r1bq1rk1/4bppp/p7/1pppP3/2n1n3/2P5/PPB1NPPP/RNBQR1K1 w - - 2 14,13
r1bq1rk1/4bppp/p7/1pppP3/2n1n3/2P2P2/PPB1N1PP/RNBQR1K1 b - - 0 14,-7
r1bq1rk1/4bppp/p7/1pppP1n1/2n5/2P2P2/PPB1N1PP/RNBQR1K1 w - - 1 15,10
r1bq1rk1/4bppp/p7/1pppP1n1/2n5/2P2PN1/PPB3PP/RNBQR1K1 b - - 2 15,-18
r1bq1rk1/4b1pp/p7/1pppPpn1/2n5/2P2PN1/PPB3PP/RNBQR1K1 w - f6 0 16,16
r1bq1rk1/4b1pp/p4P2/1ppp2n1/2n5/2P2PN1/PPB3PP/RNBQR1K1 b - - 0 16,-14
r1bq1rk1/6pp/p4b2/1ppp2n1/2n5/2P2PN1/PPB3PP/RNBQR1K1 w - - 0 17,19
r1bq1rk1/6pp/p4b2/1ppp2n1/2n2P2/2P3N1/PPB3PP/RNBQR1K1 b - - 0 17,-22
r1bq1rk1/5npp/p4b2/1ppp4/2n2P2/2P3N1/PPB3PP/RNBQR1K1 w - - 1 18,25
r1bq1rk1/5npp/p4b2/1ppp4/2n2P2/2P3N1/PPBN2PP/R1BQR1K1 b - - 2 18,-21
2bq1rk1/r4npp/p4b2/1ppp4/2n2P2/2P3N1/PPBN2PP/R1BQR1K1 w - - 3 19,19
2bq1rk1/r4npp/p4b2/1ppp4/P1n2P2/2P3N1/1PBN2PP/R1BQR1K1 b - - 0 19,-16
2bq1rk1/4rnpp/p4b2/1ppp4/P1n2P2/2P3N1/1PBN2PP/R1BQR1K1 w - - 1 20,21
2bq1rk1/4Rnpp/p4b2/1ppp4/P1n2P2/2P3N1/1PBN2PP/R1BQ2K1 b - - 0 20,-34
2bq1rk1/4bnpp/p7/1ppp4/P1n2P2/2P3N1/1PBN2PP/R1BQ2K1 w - - 0 21,25
2bq1rk1/4bnpp/p7/1ppp4/P1n2P2/2P2NN1/1PB3PP/R1BQ2K1 b - - 1 21,-20
2bq1rk1/4bnpp/p7/2pp4/p1n2P2/2P2NN1/1PB3PP/R1BQ2K1 w - - 0 22,27
2bq1rk1/4bnpp/p7/2pp4/p1n2P2/2PQ1NN1/1PB3PP/R1B3K1 b - - 1 22,-14
2bq1rk1/4bn1p/p5p1/2pp4/p1n2P2/2PQ1NN1/1PB3PP/R1B3K1 w - - 0 23,21
2bq1rk1/4bn1p/p5p1/2pp1P2/p1n5/2PQ1NN1/1PB3PP/R1B3K1 b - - 0 23,-19
2b2rk1/4bn1p/p2q2p1/2pp1P2/p1n5/2PQ1NN1/1PB3PP/R1B3K1 w - - 1 24,17
